Year,Units,Zeitreihe,Geschlecht,Region,GeoCode,Value
2013,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Schleswig-Holstein,code01,86.1
2014,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Schleswig-Holstein,code01,87.1
2015,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Schleswig-Holstein,code01,87.0
2016,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Schleswig-Holstein,code01,82.8
2017,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Schleswig-Holstein,code01,80.2
2018,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Schleswig-Holstein,code01,77.7
2019,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Schleswig-Holstein,code01,74.3
1996,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,80.4
1997,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,82.3
1998,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,79.6
1999,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,82.9
2000,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,83.4
2001,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,83.0
2002,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,84.6
2003,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,88.5
2004,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,86.5
2005,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,85.0
2006,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,86.1
2007,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,85.9
2008,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,87.8
2009,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,89.1
2010,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,91.0
2011,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,92.2
2012,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,92.1
2013,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,87.4
2014,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,89.3
2015,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,90.5
2016,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,87.3
2017,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,86.3
2018,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,82.4
2019,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Schleswig-Holstein,code01,79.7
1996,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,74.5
1997,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,67.9
1998,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,72.3
1999,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,73.2
2000,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,74.1
2001,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,74.5
2002,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,78.7
2003,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,78.8
2004,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,76.1
2005,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,79.2
2006,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,77.0
2007,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,82.0
2008,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,81.8
2009,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,85.6
2010,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,84.3
2011,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,84.4
2012,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,85.2
2013,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,84.9
2014,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,84.9
2015,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,83.6
2016,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,78.9
2017,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,75.4
2018,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,73.9
2019,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Schleswig-Holstein,code01,69.8
1996,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,62.1
1997,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,60.5
1998,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,61.5
1999,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,55.9
2000,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,61.5
2001,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,61.6
2002,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,74.4
2003,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,82.6
2004,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,84.5
2005,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,82.4
2006,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,81.6
2007,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,85.6
2008,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,84.6
2009,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,89.6
2010,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,90.0
2011,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,89.4
2012,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,90.8
2013,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,84.9
2014,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,86.7
2015,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,81.8
2016,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,77.3
2017,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,53.2
2018,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,61.8
2019,Prozent,Ausländische Schulabsolventinnen und -absolventen,Insgesamt,Thüringen,code16,67.1
1996,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,56.5
1997,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,58.3
1998,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,74.4
1999,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,62.8
2000,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,69.4
2001,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,63.1
2002,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,79.0
2003,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,81.2
2004,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,86.1
2005,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,87.8
2006,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,85.7
2007,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,89.7
2008,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,91.5
2009,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,93.7
2010,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,92.9
2011,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,93.3
2012,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,91.6
2013,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,87.9
2014,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,89.5
2015,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,83.7
2016,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,85.4
2017,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,67.4
2018,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,67.9
2019,Prozent,Ausländische Schulabsolventinnen und -absolventen,Weiblich,Thüringen,code16,76.4
1996,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,65.1
1997,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,62.5
1998,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,52.6
1999,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,50.8
2000,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,56.4
2001,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,60.0
2002,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,69.5
2003,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,83.7
2004,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,82.9
2005,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,78.0
2006,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,78.7
2007,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,81.7
2008,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,78.8
2009,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,85.5
2010,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,87.2
2011,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,85.5
2012,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,90.0
2013,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,81.5
2014,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,83.1
2015,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,79.9
2016,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,70.7
2017,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,44.9
2018,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,58.8
2019,Prozent,Ausländische Schulabsolventinnen und -absolventen,Männlich,Thüringen,code16,60.9
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,93.7
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,94.0
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,94.0
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,93.9
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,93.7
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,93.7
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,93.8
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,94.3
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,94.3
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,94.7
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,95.1
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,95.5
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,95.7
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,95.6
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,95.8
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,96.0
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,96.6
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,96.2
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,95.9
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,95.9
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,95.7
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,94.8
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,94.9
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Baden-Württemberg,,95.2
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,93.1
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,92.7
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,92.3
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,92.6
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,92.1
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,91.4
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,91.8
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,92.5
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,92.6
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,93.2
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,93.6
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,94.0
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,94.6
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,94.9
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,95.2
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,96.4
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,96.0
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,96.2
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,96.4
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,96.3
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,96.4
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,96.1
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,95.9
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bayern,,96.0
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,90.8
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,90.3
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,89.5
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,89.5
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,89.6
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,91.1
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,91.1
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,91.2
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,91.6
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,92.6
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,92.6
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,92.4
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,92.6
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,92.6
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,92.5
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,92.7
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,94.3
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,93.9
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,93.1
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,92.0
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,93.4
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,92.5
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,92.1
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Berlin,,92.9
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,90.5
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,91.5
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,91.2
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,91.4
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,91.1
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,91.1
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,91.1
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,91.6
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,91.1
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,90.4
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,89.9
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,90.2
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,90.4
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,91.7
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,91.8
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,91.4
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,92.9
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,92.0
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,91.9
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,92.5
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,92.9
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,92.9
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,92.9
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Brandenburg,,93.0
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,91.8
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,92.7
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,90.6
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,92.5
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,92.6
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,91.8
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,92.4
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,92.4
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,91.3
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,92.4
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,93.9
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,93.7
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,94.2
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,95.0
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,96.0
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,95.1
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,95.9
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,95.2
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,94.8
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,94.9
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,95.1
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,94.0
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,94.5
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Bremen,,93.8
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,90.7
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,90.1
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,90.6
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,90.5
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,89.4
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,89.1
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,89.7
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,90.0
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,90.6
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,90.4
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,90.6
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,91.5
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,93.4
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,93.6
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,95.2
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,94.0
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,94.1
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,95.8
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,96.0
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,95.4
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,95.3
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,95.8
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,95.0
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hamburg,,95.1
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,93.1
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,93.2
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,93.3
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,92.6
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,91.8
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,92.1
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,92.9
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,92.4
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,93.0
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,93.4
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,93.5
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,93.5
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,94.5
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,94.8
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,95.4
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,95.9
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,95.8
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,96.7
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,96.4
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,96.5
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,95.8
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,95.9
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,95.9
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Hessen,,95.8
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,90.6
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,90.8
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,90.3
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,89.6
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,89.1
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,86.4
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,89.4
