Year,Units,Series,Geschlecht,Bundesland,GeoCode,Value
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,33.3
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,38.5
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,40.4
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,43.7
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.4
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.9
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.4
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.9
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.4
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.2
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.2
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.2
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.8
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.7
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,62.0
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.8
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,64.7
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,66.7
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,68.4
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,69.1
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,39.1
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,40.6
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.1
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.0
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.2
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.6
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.4
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.0
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.8
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,63.8
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,35.0
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,37.1
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,42.2
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.0
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,45.4
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.4
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.4
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.2
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.6
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.6
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,43.2
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.3
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.6
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.5
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.8
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.1
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.8
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,63.7
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,67.5
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,66.1
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,41.1
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,43.0
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,45.8
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.9
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.3
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.5
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.8
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.3
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.6
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.6
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,31.9
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,36.2
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,39.3
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.6
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.4
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.1
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.3
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.1
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.1
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.6
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.2
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.7
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.3
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.4
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.4
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.1
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.3
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.5
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.1
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.7
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,37.7
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,42.0
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.3
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.5
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.1
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.9
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.9
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.9
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.6
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.1
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,27.9
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,37.2
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,38.7
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.8
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.8
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.8
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.0
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.9
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.4
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.9
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.2
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.6
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.1
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.2
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.2
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.1
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,65.2
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,65.8
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,66.0
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,66.3
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,45.0
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,43.5
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.6
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.0
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.5
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.3
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.3
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.0
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,63.7
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,63.1
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,35.7
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,36.2
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,40.7
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,45.6
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.5
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.2
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.6
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.4
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.6
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.3
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.3
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.4
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.1
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.3
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.1
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.9
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,62.2
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,63.2
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,68.6
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,69.6
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,40.6
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,43.5
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,45.7
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.9
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.8
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.3
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.2
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.8
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.4
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.5
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
