Year,Value,Units,Series,GeoCode
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,35.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,37.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,42.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,44.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,45.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,49.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,51.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,53.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,56.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,61.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,43.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,44.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,50.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,52.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,55.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,58.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,59.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,63.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,67.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,66.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,41.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,43.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,45.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,49.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,52.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,53.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,55.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,57.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,59.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,59.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,31.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,36.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,39.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,44.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,49.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,52.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,54.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,57.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,60.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,57.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,50.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,49.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,52.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,55.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,55.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,55.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,57.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,57.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,59.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,61.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,37.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,42.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,47.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,56.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,55.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,51.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,57.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,58.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,60.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,60.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,27.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,37.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,38.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,52.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,50.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,48.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,52.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,52.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,55.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,54.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,47.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,46.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,56.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,60.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,59.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,55.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,65.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,65.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,66.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,66.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,45.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,43.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,46.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,51.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,55.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,54.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,57.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,59.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,63.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,63.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,35.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,36.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,40.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,45.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,51.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,51.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,52.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,55.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,59.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,57.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,55.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,51.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,53.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,57.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,60.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,57.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,62.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,63.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,68.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,69.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,40.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,43.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,45.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,49.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,51.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,52.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,57.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,58.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,60.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,61.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,33.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,36.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,38.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,41.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,45.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,46.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,51.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,52.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,54.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,55.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,48.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,51.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,53.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,58.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,59.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,58.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,63.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,65.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,66.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,67.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,37.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,38.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,40.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,42.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,43.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,46.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,50.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,50.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,50.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,52.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,29.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,33.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,32.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,37.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,39.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,41.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,49.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,50.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,47.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,50.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
